Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
GAL	5	4	ipf7		οἵτινες ἐν νόμῳ δικαιοῦσθε	1	you who would be justified by the law	L'expression **> être justifié par la loi <** décrit la tentative ou la poursuite d'être justifié par la loi. Traduction alternative : "vous tous qui pensez pouvoir être justifiés en accomplissant les actes requis par la loi" ou "vous qui voulez être justifiés par la loi".

GAL	5	4	k6xe	figs-explicit	τῆς χάριτος ἐξεπέσατε	1	you no longer experience grace	Traduction alternative : "vous avez tourné le dos à la grâce de Dieu" ou "Dieu ne vous fera pas grâce" (Voir : [[rc://en/ta/man/translate/figs-explicit]])

GAL	5	5	pdm1	figs-exclusive		0	General Information:	Ici, **nous** se réfère à Paul et à ceux qui n'ont pas confiance dans la loi, mais dans le Messie. Et la forme exclusive de "nous" correspond mieux au contexte dans ce cas. (Voir : [[rc://en/ta/man/translate/figs-exclusive]])

GAL	5	5	vvk6		Πνεύματι	1	For through the Spirit	Traduction alternative : "par la puissance de l'Esprit" ou "par l'aide de l'Esprit".

GAL	5	5	qg9m		ἡμεῖς…ἐκ πίστεως ἐλπίδα δικαιοσύνης ἀπεκδεχόμεθα	1	by faith, we eagerly wait for the hope of righteousness	Cela pourrait signifier : (1) " nous attendons par la foi l'espérance de la justice " (2) " nous attendons l'espérance de la justice qui vient par la foi ".

GAL	5	6	y2ww	figs-metonymy	οὔτε περιτομή…οὔτε ἀκροβυστία	1	neither circumcision nor uncircumcision	Les mots **circoncision** et **incirconcision** font référence au fait d'être juif ou non-juif. Traduction alternative : " ni être juif, ni ne pas être juif " (Voir : [[rc://en/ta/man/translate/figs-metonymy]]).

GAL	5	6	qp6b		τι ἰσχύει	1	means anything	Traduction alternative : "ne fait aucune différence" ou "n'a aucun sens".

GAL	5	7	jj48	figs-metaphor	ἐτρέχετε	1	You were running	Paul utilise la métaphore de la **course à pied** pour décrire les progrès spirituels que faisaient les croyants galates. Traduction alternative : " Vous faisiez d'excellents progrès " ou " vous vous débrouilliez si bien " (voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	5	8	sx6u		πεισμονὴ	1	persuasion	Ici, **> la persuasion <** renvoie à l'idée d'amener une personne à changer ce qu'elle croit et à agir différemment. Traduction alternative : "Cet enseignement qui vous a persuadé de ne plus faire confiance au Messie" ou "Cette façon de penser".

GAL	5	9	q926		μικρὰ ζύμη	1		**> Un peu de levain <** décrit l'enseignement de la circoncision, qui menace de ruiner la vie entière des croyants galates.

GAL	5	10	enp1		οὐδὲν ἄλλο φρονήσετε	1	you will take no other view	Traduction alternative : "vous ne croirez rien de différent de ce que je vous dis" ou "vous ne penserez pas différemment de ce que je crois".

GAL	5	10	jc72		ταράσσων ὑμᾶς	1	is troubling you	Traduction alternative : "vous fait douter de la vérité" ou "sème le trouble parmi vous".

GAL	5	10	llh5		ὅστις ἐὰν ᾖ	1	whoever he is	Cela pourrait signifier : (1) que Paul ne connaît pas les noms des personnes qui disent aux Galates qu'ils doivent obéir à la loi de Moïse ; (2) que Paul ne veut pas que les Galates se soucient de savoir s'ils sont importants ou influents.

GAL	5	11	d4mm	figs-hypo	ἐγὼ δέ, ἀδελφοί, εἰ περιτομὴν ἔτι κηρύσσω, τί ἔτι διώκομαι	1	Brothers, if I still proclaim circumcision, why am I still being persecuted?	Paul décrit une situation qui n'existe pas pour souligner le fait que les gens le persécutent. Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui est naturelle dans votre langue. (Voir : [[rc://en/ta/man/translate/figs-rquestion]] et [[rc://en/ta/man/translate/figs-hypo]])

GAL	5	11	nv5x		ἀδελφοί	1	Brothers	Voyez comment vous avez traduit cela dans [Galates 1:2](../01/02.md), [Galates 3:15](../03/15.md), [Galates 4:12](../04/12.md).

GAL	5	11	y3ug	figs-activepassive	κατήργηται τὸ σκάνδαλον τοῦ σταυροῦ	1	the stumbling block of the cross has been removed	Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Autre traduction possible : "l'enseignement de la croix ne comporte aucune pierre d'achoppement" ou "il n'y a rien dans l'enseignement de la croix qui puisse faire trébucher les gens" (Voir : [[rc://en/ta/man/translate/figs-activepassive]]).

GAL	5	11	arj5	figs-metaphor	κατήργηται τὸ σκάνδαλον τοῦ σταυροῦ	1	the stumbling block of the cross has been removed	La pierre d'achoppement représente le péché, et une pierre d'achoppement représente quelque chose qui pousse les gens à pécher. Dans ce cas, le péché consiste à rejeter la vérité de l'enseignement selon lequel, pour être réconcilié avec Dieu, il suffit de croire que Jésus est mort sur la croix pour nous. Traduction alternative : "l'enseignement sur la croix qui incite les gens à rejeter la vérité a été supprimé" ou "il n'y a rien dans l'enseignement sur Jésus mort sur la croix qui inciterait les gens à rejeter l'enseignement" (voir : [[rc://en/ta/man/translate/figs-metaphor]] et [[rc://en/ta/man/translate/figs-explicit]]).

GAL	5	12	sfl2	figs-metaphor	ἀποκόψονται	1	castrate themselves	Cela pourrait être : (1) littéral, couper leurs organes mâles afin de devenir des eunuques (2) métaphorique, se retirer complètement de la communauté chrétienne. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	5	13	y1g7		γὰρ	1	For	Paul donne la raison de ses paroles dans [Galates 5:12](../05/12.md).

GAL	5	13	ekb2	figs-metaphor	ὑμεῖς…ἐπ’ ἐλευθερίᾳ ἐκλήθητε	1	you were called to freedom	Il est sous-entendu que le Christ a libéré les croyants de l'ancienne alliance. Ici, la libération de l'ancienne alliance est une métaphore pour désigner le fait de ne pas être obligé d'y obéir. Autre traduction possible : "Vous avez été appelés à vous libérer de l'ancienne alliance" ou "Le Christ vous a choisi pour ne pas être obligé de respecter l'ancienne alliance" (voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	5	13	yp6r		ἀδελφοί	1	brothers	Voyez comment vous avez traduit cela dans [Galates 1:2](../01/02.md).

GAL	5	13	viv6	figs-explicit	ἀφορμὴν τῇ σαρκί	1	an opportunity for the sinful nature	Le mot *chair** désigne la partie de la nature humaine qui ne se soumet pas à Dieu. Ce mot résume le motif impérieux de l'homme naturel, et constitue le parti pris moral de l'homme qui n'est pas gouverné par le Saint-Esprit. La relation entre **l'opportunité** et **la chair** peut être énoncée plus clairement. Traduction alternative : " une occasion pour vous de vous comporter selon votre nature pécheresse " ou " une occasion de suivre les mauvais désirs de vos cœurs " (Voir : [[rc://en/ta/man/translate/figs-explicit]]).

GAL	5	14	ct8i		ὁ…πᾶς νόμος ἐν ἑνὶ λόγῳ πεπλήρωται	1	the whole law is fulfilled in one command	Cela pourrait signifier : (1) "vous pouvez énoncer toute la loi en un seul commandement" (2) "en obéissant à un commandement, vous obéissez à tous les commandements".

GAL	5	14	qt9c	figs-yousingular	ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν	1	You must love your neighbor as yourself	Les mots **votre** et **vous-même** sont au singulier. (Voir : [[rc://en/ta/man/translate/figs-yousingular]])

GAL	5	16	yb58	figs-metaphor	Πνεύματι περιπατεῖτε	1	walk by the Spirit	Ici, **marche** est une métaphore de la vie. Traduction alternative : "conduire sa vie dans la puissance de l'Esprit Saint" ou "vivre sa vie dans la dépendance de l'Esprit" (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	5	16	dyj7	figs-idiom	ἐπιθυμίαν σαρκὸς οὐ μὴ τελέσητε	1	you will not carry out the desires of the sinful nature	L'expression **vous ne répondriez certainement pas aux désirs de la chair**>" est une expression idiomatique qui signifie "faire ce que quelqu'un désire". Traduction alternative : " Tu ne feras pas ce que ta nature pécheresse désire " (Voir : [[rc://en/ta/man/translate/figs-idiom]]).

GAL	5	16	rl5s	figs-personification	ἐπιθυμίαν σαρκὸς	1	the desires of the sinful nature	On parle de la nature pécheresse comme si elle était une personne et voulait pécher. Traduction alternative : " ce que vous voulez faire à cause de votre nature pécheresse " ou " les choses que vous voulez faire parce que vous êtes pécheur " (Voir : [[rc://en/ta/man/translate/figs-personification]]). Voir comment vous avez traduit cette **chair** dans [Galates 5:13].

GAL	5	18	san8		οὐκ ἐστὲ ὑπὸ νόμον	1	not under the law	Traduction alternative : "vous n'êtes pas obligé d'obéir à la loi de Moïse"

GAL	5	19	yf2a	figs-personification	τὰ ἔργα τῆς σαρκός	1	the works of the sinful nature	Le mot **> chair <** est utilisé comme s'il s'agissait d'une personne. Le nom abstrait **> works <** peut être traduit par le verbe "does". Traduction alternative : "ce que la nature pécheresse fait" ou "les actes si nous suivons les désirs pécheurs de nos cœurs" ou "ce que les gens font à cause de leur nature pécheresse." Voyez comment vous avez traduit **> chair <** dans [Galates 5:13] et [Galates 5:16].

GAL	5	21	rs9b	figs-metaphor	κληρονομήσουσιν	1	inherit	Le mot **hériter** se réfère figurativement à la façon dont les croyants recevront ce que Dieu a promis aux croyants comme quelqu'un qui hérite des biens et de la richesse d'un membre de la famille. (Voir : [[rc://en/ta/man/translate/figs-metaphor]])

GAL	5	22	hez3	figs-metaphor	ὁ δὲ καρπὸς τοῦ Πνεύματός	1	the fruit of the Spirit is love…faith	Ici, **fruit** est une métaphore pour "résultat" ou "issue". Traduction alternative : " Mais ce que l'Esprit produit " ou " Mais l'Esprit fait " (voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	5	24	l6ux	figs-personification	τὴν σάρκα ἐσταύρωσαν σὺν τοῖς παθήμασιν καὶ ταῖς ἐπιθυμίαις	1	have crucified the sinful nature with its passions and desires	Paul parle des chrétiens qui refusent de vivre selon leur nature pécheresse comme si c'était une personne et qu'ils l'avaient tuée sur une croix. Traduction alternative : "refusent de vivre selon la nature pécheresse avec ses passions et ses désirs, comme s'ils l'avaient tuée sur une croix". Voyez comment vous avez traduit **chair** dans [Galates 5:13], [Galates 5:16], et [Galates 5:19]. (Voir : [[rc://en/ta/man/translate/figs-personification]] et [[rc://en/ta/man/translate/figs-metaphor]])

GAL	5	25	h9hd		εἰ ζῶμεν Πνεύματι	1	If we live by the Spirit	Traduction alternative : "Puisque l'Esprit de Dieu nous a fait vivre"

GAL	5	25	sq7b	figs-metaphor	Πνεύματι καὶ στοιχῶμεν	1	walk by the Spirit	Ici, **marche** est une métaphore de la façon dont une personne vit. Traduction alternative : "alors nous devrions permettre au Saint-Esprit de guider notre façon de vivre" ou "suivons le Saint-Esprit dans chaque partie de notre vie" (voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	6	intro	bv8h			0		# Galates 6 Notes générales<br><br>## Structure et mise en forme<br><br>Ce chapitre conclut la lettre de Paul. Ses derniers mots abordent certaines questions qui ne semblent pas être liées au reste de sa lettre.<br><br>### Frères<br>Paul écrit les mots de ce chapitre aux chrétiens. Il les appelle "frères". Cela fait référence aux frères chrétiens de Paul et non à ses frères juifs.<br><br>## Notions spéciales dans ce chapitre<br><br>### Nouvelle création<br><br>Les personnes qui sont nées de nouveau sont une nouvelle création en Christ. Les chrétiens ont reçu une nouvelle vie en Christ. Ils ont une nouvelle nature en eux après être venus à la foi en Christ. Pour Paul, cela est plus important que l'ascendance d'une personne. (Voir : [[rc://en/tw/dict/bible/kt/bornagain]] et [[rc://en/tw/dict/bible/kt/faith]])<br><br>## Autres difficultés de traduction possibles dans ce chapitre<br><br>#### Chair<br><br>Il s'agit d'une question complexe. "La chair" est mise en contraste avec "l'esprit". Dans ce chapitre, la chair est également utilisée pour désigner le corps physique. (Voir : [[rc://en/tw/dict/bible/kt/flesh]] et [[rc://en/tw/dict/bible/kt/sin]] et [[rc://en/tw/dict/bible/kt/spirit]])

GAL	6	1	x8zg			0	Connecting Statement:	Paul enseigne aux croyants comment ils doivent traiter les autres croyants et comment Dieu récompense ceux qui sont fidèles.

GAL	6	1	ss7l		ἀδελφοί	1	Brothers	Voyez comment vous avez traduit **> frères <** dans [Galates 1:2](../01/02.md), [Galates 3:15](../03/15.md), [Galates 4:12](../04/12.md), et [Galates 5:11](../05/11.md).

GAL	6	1	vm8f		ἐὰν…ἄνθρωπος	1	if someone	Traduction alternative : "si quelqu'un parmi vous" ou "si l'un d'entre vous".

GAL	6	1	vts8		ἐὰν καὶ προλημφθῇ ἄνθρωπος ἔν τινι παραπτώματι	1	if someone is caught in any trespass	Cela peut signifier : (1) un camarade croyant attrape la personne qui commet un péché. Traduction alternative : "si quelqu'un est découvert dans un acte de péché" (2) un péché envahit une personne de sorte qu'elle pèche. Autre traduction : "si quelqu'un parmi vous pèche" ou "si quelqu'un est entraîné dans le péché".

GAL	6	1	t4rm		ὑμεῖς, οἱ πνευματικοὶ	1	you who are spiritual	Traduction alternative : "ceux d'entre vous qui sont guidés par l'Esprit" ou "vous qui vous soumettez à l'Esprit".

GAL	6	1	hdj8		καταρτίζετε τὸν τοιοῦτον	1	restore him	Traduction alternative : "exhorte la personne qui a péché à revenir à une relation correcte avec Dieu" ou "tu dois humblement aider à amener cette personne sur le bon chemin".

GAL	6	1	tr5r		ἐν πνεύματι πραΰτητος	1	in a spirit of gentleness	Cela peut faire référence à : (1) l'attitude et la disposition de la personne. Traduction alternative : "(2) l'Esprit Saint, qui se caractérise par la douceur, dirige celui qui offre la correction. Autre traduction : "par l'Esprit Saint de douceur" ou "en suivant l'Esprit Saint qui est doux".

GAL	6	1	rrg9	figs-yousingular	σκοπῶν σεαυτόν	1	Be concerned about yourself	Ces mots traitent les Galates comme s'ils étaient tous une seule personne pour souligner qu'il s'adresse à chacun d'eux. Autre traduction possible : "Prenez soin de vous" ou "Je dis à chacun de vous : 'Prenez soin de vous'" (voir : [[rc://en/ta/man/translate/figs-yousingular]]).

GAL	6	1	ljx6	figs-activepassive	μὴ καὶ σὺ πειρασθῇς	1	so you also may not be tempted	Si votre langue n'utilise pas la forme passive de cette manière, vous pouvez l'énoncer à la forme active ou d'une autre manière qui soit naturelle dans votre langue. Traduction alternative : "afin que vous soyez tentés et que vous péchiez aussi" (Voir : [[rc://en/ta/man/translate/figs-activepassive]])

GAL	6	2	m6jz		ἀναπληρώσετε τὸν νόμον τοῦ Χριστοῦ	1		Ici, **> la loi du Christ <** ne fait pas référence à un ensemble de règles, mais très probablement au commandement du Messie de s'aimer les uns les autres dans [Jean 13:34](../1jn/13/34). Cela implique la soumission à la personne de Jésus et non à un code ou une liste de commandements. Ceci est similaire à la déclaration de Paul selon laquelle la loi peut être résumée par le fait de s'aimer les uns les autres dans [Galates 5:14].

GAL	6	3	v6ts		εἰ γὰρ	1	For if	**> Car <** pourrait être relié à : (1) **> portez les fardeaux les uns des autres <** ([Galates 6:2](../06/02.md)) (2) **> de peur que vous ne soyez vous aussi tentés <** ([Galates 6:1](../06/01.md)) (3) *Ne nous laissons pas aller à la vanité <** ([Galates 5:26](../05/26.md)).

GAL	6	3	m4wk		εἶναί τι	1	he is something	Traduction alternative : "il est meilleur que les autres"

GAL	6	3	zz1g		μηδὲν ὤν	1	he is nothing	Traduction alternative : "il n'est pas meilleur que les autres"

GAL	6	5	ee8v		τὸ ἴδιον φορτίον βαστάσει	1	each one will carry his own load	Cela pourrait signifier : (1) chaque personne a ses propres responsabilités et tâches. Traduction alternative : "chaque personne doit faire le travail que Dieu lui a donné" ou "chaque personne n'est responsable que de son travail" (2) chaque personne est responsable de ses propres faiblesses et péchés. Traduction alternative : "chaque personne est responsable de ses propres faiblesses".

GAL	6	7	x5pi	figs-metaphor	ὃ γὰρ ἐὰν σπείρῃ ἄνθρωπος, τοῦτο καὶ θερίσει	1	for whatever a man plants, that he will also gather in	Ici, **sow** représente le fait de faire des choses qui se terminent par une sorte de résultat, et **reap** représente le fait d'expérimenter les résultats de ce que l'on a fait. Traduction alternative : "car de même qu'un agriculteur récolte les fruits des graines qu'il a semées, chacun expérimente les résultats de ce qu'il fait" (Voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	6	7	gii9	figs-gendernotations	ὃ γὰρ ἐὰν σπείρῃ ἄνθρωπος	1	whatever a man plants	Traduction alternative : "tout ce qu'une personne plante" ou "tout ce que quelqu'un plante" (Voir : [[rc://en/ta/man/translate/figs-gendernotations]])

GAL	6	8	lzz8	figs-metaphor	ὁ σπείρων εἰς τὴν σάρκα ἑαυτοῦ	1	plants seed to his own sinful nature	Ici, **semer** est une métaphore pour faire des actions qui auront des conséquences plus tard. Dans ce cas, **semer à sa propre chair** fait référence à une personne qui fait des actions pécheresses à cause de sa nature pécheresse. Traduction alternative : " la personne qui fait continuellement des actes suivant les mauvais désirs de son cœur " ou " la personne qui fait les choses qu'elle veut faire à cause de sa nature pécheresse " ou " la personne qui fait ce qui plaît à son moi pécheur " (Voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	6	8	dge9	figs-metaphor	θερίσει φθοράν	1	will gather in destruction	Ici, **destruction** fait référence au fait que Dieu punit la personne comme si elle faisait une récolte. Traduction alternative : "recevra une punition pour ce qu'il a fait" ou "il récoltera la mort" ou "il récoltera une punition qui sera éternelle" (Voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	6	8	aqz2	figs-metaphor	ὁ δὲ σπείρων εἰς τὸ Πνεῦμα	1	plants seed to the Spirit	Ici, **semer** est une métaphore pour faire des actions qui auront des conséquences plus tard. Dans ce cas, **semer à l'Esprit** fait référence à une personne qui fait de bonnes actions parce qu'elle obéit et suit l'Esprit de Dieu. Traduction alternative : " la personne qui fait les choses que l'Esprit de Dieu aime " ou " la personne qui vit pour plaire à l'Esprit " (Voir : [[rc://en/ta/man/translate/figs-metaphor]]).

GAL	6	8	k1p7		ἐκ τοῦ Πνεύματος θερίσει ζωὴν αἰώνιον	1	will gather in eternal life from the Spirit	Ici, **> la vie éternelle <** fait référence à Dieu récompensant la personne comme si elle faisait une récolte. Traduction alternative : "recevra la vie éternelle en récompense de l'Esprit de Dieu" ou "il récoltera la vie éternelle de l'Esprit Saint".

GAL	6	9	u77c		καιρῷ γὰρ ἰδίῳ	1	for at the right time	Traduction alternative : "au moment opportun" ou "lorsque le bon moment arrive".

GAL	6	10	ax66		ἄρα οὖν	1	So then	Traduction alternative : "As a result of this" ou "Because of this".

GAL	6	10	jz9i		τοὺς οἰκείους τῆς πίστεως	1	those who belong to the household of faith	Traduction alternative : "ceux qui sont membres de la famille de Dieu par la foi en Christ".

GAL	6	11	i7ap			0	Connecting Statement:	En terminant cette lettre, Paul rappelle une fois de plus que la loi ne sauve pas et qu'il faut se souvenir de la croix du Christ.

GAL	6	11	d6rk		τῇ ἐμῇ χειρί	1	with my own hand	Cela pourrait signifier : (1) Paul a demandé à quelqu'un d'écrire la plus grande partie de cette lettre en lui disant quoi écrire, mais Paul a lui-même écrit cette dernière partie de la lettre (2) Paul a écrit toute la lettre lui-même.

GAL	6	12	kmd7		εὐπροσωπῆσαι ἐν σαρκί	1	make a good impression	Traduction alternative : "les autres auront une bonne opinion d'eux" ou "les autres penseront qu'ils sont des gens bien".

GAL	6	12	r5p1		ἐν σαρκί	1	in the flesh	Ici, **> dans la chair <** fait référence à leur désir de circoncire les croyants galates. Autre traduction : "extérieurement" ou "par l'aspect de leur corps".

GAL	6	12	jd4x	figs-metonymy	τῷ σταυρῷ	1	the cross	Ici, **pour la croix** représente ce que le Christ a fait pour nous lorsqu'il est mort sur la croix. Autre traduction : "le travail que Jésus a fait sur la croix" (Voir : [[rc://en/ta/man/translate/figs-metonymy]])

GAL	6	14	v2qs	figs-ellipsis	κἀγὼ κόσμῳ	1	I to the world	Les mots **a été crucifié** se comprennent à partir de la phrase précédente. Cela signifie que le monde naturel a cessé d'avoir des prétentions ou une influence sur Paul. Traduction alternative : "et j'ai été crucifié au monde" (Voir : [[rc://en/ta/man/translate/figs-ellipsis]])

GAL	6	15	n6n7		καινὴ κτίσις	1	a new creation	Ici, **> une nouvelle création <** fait référence à l'ensemble du processus de conversion lorsque quelqu'un fait confiance au Messie et que le Saint-Esprit donne à cette personne une nouvelle vie.

GAL	6	16	b4al		τὸν Ἰσραὴλ τοῦ Θεοῦ	1	peace and mercy be upon them, even upon the Israel of God	Ceci pourrait se référer à : (1) les croyants en général sont l'Israël de Dieu (2) les croyants juifs sont l'Israël de Dieu (3) les Juifs en général sont l'Israël de Dieu.

GAL	6	17	cz8a		κόπους μοι	1	trouble me	Cela signifie que Paul ne veut pas que les croyants galates doutent de son autorité ou continuent à lui causer des problèmes en suivant des enseignants qui leur demandent de se faire circoncire.

GAL	6	17	j729		ἐγὼ γὰρ τὰ στίγματα τοῦ Ἰησοῦ ἐν τῷ σώματί μου βαστάζω	1	for I carry on my body the marks of Jesus	Ici, **> les marques <** étaient des cicatrices de personnes qui battaient et fouettaient Paul parce qu'elles n'aimaient pas qu'il enseigne sur Jésus. Traduction alternative : "car les cicatrices sur mon corps montrent que je sers Jésus"

GAL	6	18	pk25		ἀδελφοί	1	brothers	Voyez comment vous avez traduit cela dans [Galates 1:2](../01/02.md).
