1:1	zmb4				Par quel moyen Jean a-t-il connu la Parole de vie ?	Jean avait entendu, vu, contemplé et manipulé la Parole de vie.

1:2	n05u				Où était la vie éternelle avant qu'elle ne soit manifestée à Jean ?	La vie éternelle était auprès du Père avant d'être manifestée à Jean.

1:3	dkvx				Pourquoi Jean déclare-t-il ce qu'il a vu et entendu ?	Jean déclare ce qu'il a vu et entendu afin que d'autres puissent aussi être en communion avec lui.

1:3	wbwe				Avec qui Jean est-il déjà en communion ?	Jean est déjà en communion avec le Père et son Fils, Jésus-Christ.

1:5	e5d4				Quel est le message de Dieu que Jean annonce à ses lecteurs ?	Jean annonce le message que Dieu est lumière, et qu'en lui il n'y a pas de ténèbres du tout.

1:6	wnfh				Que dit Jean d'une personne qui dit avoir une communion avec Dieu, mais qui marche dans les ténèbres ?	Jean dit qu'une telle personne est un menteur et ne pratique pas la vérité.

1:7	q6um				Qu'est-ce qui purifie tous les péchés de ceux qui marchent dans la lumière ?	Le sang de Jésus les purifie de tout péché.

1:8	s0mr				Que faisons-nous à nous-mêmes si nous disons que nous n'avons pas de péché ?	Si nous disons que nous n'avons pas de péché, nous nous trompons nous-mêmes et la vérité n'est pas en nous.

1:9	ldre				Que fera Dieu pour ceux qui confessent leurs péchés ?	Pour ceux qui confessent leurs péchés, Dieu les pardonnera et les purifiera de toute iniquité.

2:2	cwjq				Pour qui Jésus-Christ est-il la propitiation pour leurs péchés ?	Jésus-Christ est la propitiation pour les péchés du monde entier.

2:3	o2gw				Comment savons-nous que nous avons connu Jésus-Christ ?	Nous savons que nous l'avons connu si nous gardons ses commandements.

2:4	oq37				Quel genre de personne dit connaître Dieu, mais ne garde pas les commandements de Dieu ?	Un menteur dit qu'il connaît Dieu, mais il ne garde pas les commandements de Dieu.

2:6	djan				Comment une personne doit-elle marcher si elle dit qu'elle reste en Christ ?	Il doit marcher comme Jésus-Christ a marché.

2:9	d7er				Quelle est la condition spirituelle de quelqu'un qui dit être dans la lumière, mais qui déteste son frère ?	Quelqu'un qui dit être dans la lumière, mais qui déteste son frère, est dans les ténèbres.

2:11	t52d				Quelle est la condition spirituelle de quelqu'un qui hait son frère ?	Quelqu'un qui hait son frère est dans les ténèbres et marche dans les ténèbres.

2:12	w6ak				Pourquoi Dieu pardonne-t-il les péchés des croyants ?	Dieu pardonne les péchés des croyants à cause de son nom.

2:15	afbd				Quelle doit être l'attitude d'un croyant à l'égard des choses du monde ?	Un croyant ne doit pas aimer le monde ni les choses du monde.

2:16	pfzu				Quelles sont trois choses qui viennent du monde plutôt que du Père ?	La convoitise de la chair, la convoitise des yeux et la vaine gloire de la vie viennent du monde, et non du Père.

2:18	cd02				Que savons-nous de l'Antéchrist ?	Nous savons qu'il va venir.

2:18	dz04				Comment savons-nous que c'est la dernière heure ?	Nous savons que c'est la dernière heure car de nombreux antichrists sont venus.

2:22	u6q4				Comment reconnaîtrons-nous l'Antéchrist ?	L'Antéchrist reniera le Père et le Fils.

2:23	g5cr				Quelqu'un peut-il nier le Fils et pourtant avoir le Père ?	Non, quelqu'un qui nie le Fils ne peut pas avoir le Père.

2:24	x90k				Que doivent faire les croyants pour rester dans le Fils et dans le Père ?	Ils doivent rester dans ce qu'ils ont entendu depuis le début.

2:25	n42d				Quelle promesse a été donnée aux croyants par Dieu ?	Dieu a promis la vie éternelle aux croyants.

2:28	yjr1				Quelles attitudes aurons-nous lorsque le Christ apparaîtra si nous restons en lui ?	Si nous demeurons en lui, nous aurons de l'audace et nous n'aurons pas à rougir lorsque le Christ apparaîtra.

3:1	uc2n				Comment le Père a-t-il exprimé son amour aux croyants ?	Il a fait en sorte qu'ils puissent être appelés enfants de Dieu.

3:2	voao				Qu'arrivera-t-il aux croyants lorsque le Christ sera révélé ?	Lorsque le Christ sera révélé, les croyants seront semblables au Christ parce qu'ils le verront tel qu'il est.

3:3	vruc				Quelle action concernant sa personne devrait être entreprise par tout croyant qui espère en Christ ?	Tout croyant qui espère en Christ doit se purifier.

3:5	knzf				Qu'est-ce que le Christ n'a pas en lui ?	Le Christ n'a pas de péché en lui.

3:6	mw43				Si une personne continue à pécher, qu'est-ce que cela nous dit de sa relation avec Dieu ?	Il nous dit qu'ils n'ont pas vu le Christ, ni ne l'ont connu.

3:8	rioa				Pour quelle raison le Fils de Dieu a-t-il été révélé ?	Le Fils de Dieu a été révélé afin de détruire les œuvres du diable.

3:9	xjny				Pourquoi celui qui est engendré de Dieu ne peut-il pas continuer à pécher ?	Il ne peut pas continuer à pécher parce que la semence de Dieu reste en lui.

3:10	sgt9				Comment les enfants du diable se manifestent-ils ?	Les enfants du diable sont apparents parce qu'ils ne pratiquent pas la justice et qu'ils n'aiment pas leur frère.

3:11	wswk				Quel est le message que nous avons entendu depuis le début ?	Le message est que nous devons nous aimer les uns les autres.

3:12	bo8y				Comment Caïn a-t-il démontré qu'il était issu du malin ?	Caïn a démontré qu'il était issu du malin en assassinant son frère.

3:13	tyil				Qu'est-ce qui, selon Jean, ne doit pas étonner les croyants ?	Jean dit que les croyants ne doivent pas s'étonner que le monde les déteste.

3:14	hiyp				Quelle attitude démontre que nous sommes passés de la mort à la vie ?	Nous savons que nous sommes passés de la mort à la vie parce que nous aimons les frères.

3:16	n128				Comment avons-nous connu l'amour ?	Nous avons connu l'amour parce que le Christ a donné sa vie pour nous.

3:17	uefx				Qu'est-ce qui indique qu'une personne n'a pas l'amour de Dieu en elle ?	Quand quelqu'un de riche voit un frère dans le besoin, mais ne l'aide pas, l'amour de Dieu ne demeure pas dans cette personne.

3:18	ecze				Quelles sont les deux façons dont il est insuffisant pour nous d'aimer ?	Il ne nous suffit pas d'aimer en paroles ou en paroles.

3:18	sh2i				Quelles sont les deux manières dont nous devons aimer ?	Nous devons aimer en actes et en vérité.

3:21	yz2h				Qu'avons-nous si notre cœur ne nous condamne pas ?	Si notre cœur ne nous condamne pas, nous avons confiance en Dieu.

3:23	wvkw				Quel est le commandement que Dieu nous a donné ?	Le commandement de Dieu est que nous devons croire au nom de son Fils Jésus-Christ et nous aimer les uns les autres.

3:24	c6pa				Comment les croyants savent-ils que Dieu demeure en eux ?	Dieu a donné aux croyants l'Esprit afin qu'ils sachent que Dieu demeure en eux.

4:1	rxps				Pourquoi les croyants ne devraient-ils pas croire tous les esprits ?	Ils ne doivent pas croire tous les esprits car il y a beaucoup de faux prophètes qui sont sortis dans le monde.

4:2	w9sr				Comment pouvez-vous connaître l'Esprit de Dieu ?	Tout esprit qui confesse que Jésus-Christ est venu dans la chair vient de Dieu.

4:3	raus				Quel esprit ne confesse pas que Jésus-Christ est venu dans la chair ?	L'esprit d'un antéchrist ne confesse pas que Jésus-Christ est venu dans la chair.

4:4	o8nn				Comment les croyants sont-ils capables de vaincre les esprits qui ne viennent pas de Dieu ?	Nous pouvons les surmonter car l'esprit qui est en nous est plus grand que celui du monde.

4:7	y7ja				Pourquoi les croyants devraient-ils s'aimer les uns les autres ?	Les croyants doivent s'aimer les uns les autres car l'amour vient de Dieu, et celui qui est engendré de Dieu aime.

4:8	x7ex				Comment celui qui n'aime pas démontre-t-il qu'il ne connaît pas Dieu ?	Les personnes qui connaissent Dieu aiment parce que Dieu est amour.

4:9	ax54				Comment Dieu a-t-il révélé son amour pour nous ?	Dieu a révélé son amour pour nous en envoyant son Fils unique dans le monde.

4:9	z4i9				Dans quel but le Père a-t-il envoyé son Fils ?	Le Père a envoyé son Fils pour que nous puissions vivre par lui.

4:15	glq3				Si Dieu demeure dans une personne et que celle-ci demeure en Dieu, que confesse cette personne au sujet de Jésus ?	La personne qui demeure en Dieu confesse que Jésus est le Fils de Dieu.

4:17	bdox				Quelle attitude l'amour de Dieu nous fera-t-il adopter au jour du jugement ?	L'amour de Dieu nous permettra d'avoir confiance au jour du jugement.

4:19	xolq				Comment sommes-nous capables d'aimer ?	Nous aimons parce que Dieu nous a aimés le premier.

4:20	vyhw				Si quelqu'un déteste son frère, quelle relation a-t-il avec Dieu ?	Quelqu'un qui hait son frère n'est pas capable d'aimer Dieu.

4:21	sjha				Comment celui qui aime Dieu doit-il traiter son frère ?	Celui qui aime Dieu doit aussi aimer son frère.

5:3	edbx				Comment démontrons-nous que nous aimons Dieu ?	Nous démontrons que nous aimons Dieu lorsque nous respectons ses commandements.

5:4	pw9a				Quelle est la victoire qui a vaincu le monde ?	La foi est la victoire qui a vaincu le monde.

5:6	qola				Par quelles deux choses Jésus-Christ est-il venu ?	Jésus-Christ est venu par l'eau et par le sang.

5:8	je7z				Quelles sont les trois choses qui témoignent de Jésus-Christ ?	L'Esprit, l'eau et le sang témoignent tous de Jésus-Christ.

5:10	s4ar				Si quelqu'un ne croit pas au témoignage de Dieu concernant son Fils, que fait-il de Dieu ?	Quiconque ne croit pas au témoignage de Dieu concernant son Fils fait de Dieu un menteur.

5:11	lgj0				Qu'est-ce que Dieu nous a donné dans son Fils ?	Dieu nous a donné la vie éternelle en son Fils.

5:14	xweh				Quelle confiance les croyants ont-ils devant Dieu ?	Les croyants ont confiance que s'ils demandent quoi que ce soit selon la volonté de Dieu, il les entend.

5:16	yo4u				Que doit faire un croyant lorsqu'il voit son frère commettre un péché non mortel ?	Un croyant qui voit son frère commettre un péché non mortel doit prier pour que Dieu donne la vie à son frère.

5:17	dgvx				Qu'est-ce que l'iniquité ?	Toute injustice est un péché.

5:19	afpx				Où se trouve le monde entier ?	Le monde entier repose sur le malin.

5:20	xwlk				Quel est le résultat de la compréhension que le Fils de Dieu nous a donnée ?	Grâce à la compréhension que le Fils de Dieu nous a donnée, nous pouvons connaître le Vrai.

5:21	e9og				De quoi les croyants doivent-ils se préserver ?	Les croyants doivent se garder des idoles.
