1:1	tojv				De qui cette révélation est-elle venue en premier lieu, et à qui la révélation est-elle montrée ?	La révélation de Jésus-Christ est venue de Dieu, et elle est montrée à ses serviteurs.

1:1	g2lr				Quand les événements de la révélation auraient-ils lieu ?	Les événements de la révélation allaient bientôt avoir lieu.

1:3	qgud				Qui sera béni par ce livre ?	Ceux qui lisent à haute voix, écoutent et obéissent aux paroles de ce livre seront bénis.

1:4	vzw3				Qui a écrit ce livre, et à qui s'adressait-il ?	Jean a écrit ce livre, et il a écrit aux sept églises d'Asie.

1:5	ji9p				Quels sont les trois titres que Jean donne à Jésus-Christ ?	Jean donne à Jésus-Christ les titres de témoin fidèle, de premier-né des morts et de chef des rois de la terre.

1:6	dpp4				Qu'est-ce que Jésus a fait des croyants ?	Jésus a fait des croyants un royaume et des prêtres pour Dieu le Père.

1:7	pizn				Qui verra Jésus quand il viendra ?	Tous les yeux verront Jésus quand il viendra, y compris ceux qui l'ont transpercé.

1:8	r9cy				Comment le Seigneur Dieu se décrit-il ?	Le Seigneur Dieu se décrit comme l'alpha et l'oméga, celui qui est, qui était et qui vient, le Tout-Puissant.

1:9	ftzo				Pourquoi Jean était-il sur l'île de Patmos ?	Jean se trouvait sur l'île de Patmos à cause de la parole de Dieu et du témoignage de Jésus.

1:11	ogsn				Qu'est-ce que la voix forte derrière Jean lui a dit de faire ?	La voix forte dit à Jean d'écrire dans un livre ce qu'il a vu et de l'envoyer aux sept églises.

1:14	jd6c				Quel genre de cheveux et d'yeux avait l'homme que Jean a vu ?	L'homme que Jean a vu avait des cheveux blancs comme de la laine et des yeux comme une flamme ardente.

1:16	h0pg				Qu'est-ce qui était dans la main droite de l'homme, et qu'est-ce qui sortait de sa bouche ?	L'homme avait sept étoiles dans sa main droite et une épée aiguë à deux tranchants sortait de sa bouche.

1:17	vylp				Qu'a fait Jean quand il a vu l'homme ?	John est tombé aux pieds de l'homme comme un mort.

1:18	h71o				Quelles clés l'homme a-t-il dit avoir ?	L'homme a dit qu'il avait les clés de la mort et de l'Hadès.

1:20	mqey				Quelle était la signification des sept étoiles et des sept chandeliers d'or ?	Les sept étoiles étaient les anges des sept églises, et les sept chandeliers étaient les sept églises.

2:1	qoky				A quel ange est adressée la partie suivante du livre ?	La partie suivante du livre est écrite à l'ange de l'église d'Ephèse.

2:2	zaft				Qu'a fait l'église d'Ephèse à l'égard de ceux qui sont mauvais et des faux prophètes ?	L'église d'Ephèse n'a pas supporté ceux qui sont mauvais et a mis à l'épreuve les faux prophètes.

2:4	qip9				Qu'est-ce que le Christ a contre l'église d'Ephèse ?	Le Christ reproche à l'église d'Ephèse d'avoir laissé derrière elle son premier amour.

2:5	eryv				Que dit le Christ qu'il fera s'ils ne se repentent pas ?	Le Christ dit qu'il viendra et enlèvera leur chandelier de son emplacement s'ils ne se repentent pas.

2:7	csq2				Que promet le Christ à ceux qui vainquent ?	Le Christ promet que ceux qui vaincront mangeront de l'arbre de vie dans le paradis de Dieu.

2:8	sxlf				A quel ange est adressée la partie suivante du livre ?	La partie suivante du livre est écrite à l'ange de l'église de Smyrne.

2:9	hzjq				Qu'a vécu l'église de Smyrne ?	L'église de Smyrne a connu la souffrance, la pauvreté et la calomnie.

2:10-11	f4d1				Que promet le Christ à ceux qui sont fidèles jusqu'à la mort et qui vainquent ?	Le Christ promet que ceux qui sont fidèles jusqu'à la mort et vainqueurs recevront la couronne de vie et ne seront pas atteints par la seconde mort.

2:12	kbqb				A quel ange est adressée la partie suivante du livre ?	La partie suivante du livre est écrite à l'ange de l'église de Pergame.

2:13	hb2u				Où vit l'église de Pergame ?	L'église de Pergame vit là où se trouve le trône de Satan.

2:13	xvms				Qu'a fait l'église de Pergame les jours où Antipas a été tué ?	L'église de Pergame s'est attachée au nom du Christ et n'a pas renié la foi à l'époque où Antipas a été tué.

2:14-15	ea63				A quels deux enseignements se sont tenus certains membres de l'église de Pergame ?	Certains, dans l'église de Pergame, se sont attachés aux enseignements de Balaam et aux enseignements des Nicolaïtes.

2:16	t9yq				Que prévient le Christ qu'il fera si ceux qui s'accrochent à ces faux enseignements ne se repentent pas ?	Le Christ prévient qu'il viendra et fera la guerre à ceux qui s'accrochent à ces faux enseignements.

2:17	g4yi				Que promet le Christ à ceux qui vainquent ?	Le Christ promet que ceux qui vaincront mangeront la manne cachée et recevront une pierre blanche avec un nouveau nom.

2:18	xjbu				A quel ange est adressée la partie suivante du livre ?	La partie suivante du livre est écrite à l'ange de l'église de Thyatire.

2:19	mfav				Quelles bonnes choses le Christ sait-il que l'église de Thyatire a fait ?	Le Christ sait que l'église de Thyatire a fait preuve d'amour, de foi, de service et de patience.

2:20	hkup				Qu'est-ce que le Christ a contre l'église de Thyatire ?	Le Christ a contre l'église de Thyatire qu'elle tolère la fausse prophétesse immorale Jézabel.

2:22-23	guip				Que prévient le Christ qu'il fera si ceux qui commettent l'adultère avec Jézabel ne se repentent pas de ses actes ?	Le Christ prévient qu'il jettera Jézabel sur un lit de malade et jettera les adultères dans la tribulation s'ils ne se repentent pas.

2:25	ubci				Que dit le Christ à ceux qui n'ont pas suivi l'enseignement de Jézabel ?	Le Christ leur dit de s'accrocher fermement à ce qu'ils ont jusqu'à ce qu'il vienne.

2:26	ifl9				Que promet le Christ à ceux qui vainquent ?	Le Christ promet à ceux qui conquièrent l'autorité sur les nations.

2:28	itwm				Que promet le Christ à ceux qui vainquent ?	Le Christ promet à ceux qui vainquent l'autorité sur les nations et l'étoile du matin.

2:29	wikb				Que dit le Christ au lecteur de ce livre ?	Le Christ dit que le lecteur doit écouter ce que l'Esprit dit aux églises.

3:1	jreq				A quel ange est adressée la partie suivante du livre ?	La partie suivante du livre est écrite à l'ange de l'église de Sardes.

3:1	l3ti				Quelle est la réputation de l'église de Sardes, mais quelle est la vérité à son sujet ?	La réputation de l'église de Sardes est qu'elle est vivante, mais la vérité est qu'elle est morte.

3:2	efk8				Que dit le Christ à l'église de Sardes ?	Le Christ les avertit de se réveiller et de renforcer ce qui reste.

3:5	lmom				Que promet le Christ à ceux qui vainquent ?	Ceux qui vaincront seront vêtus de blanc, resteront dans le livre de vie et verront leur nom prononcé devant Dieu le Père.

3:7	tulj				A quel ange est adressée la partie suivante du livre ?	La partie suivante du livre est écrite à l'ange de l'église de Philadelphie.

3:8	s2cb				Qu'a fait l'église de Philadelphie, bien qu'elle ait peu de force ?	L'église de Philadelphie a obéi à la parole du Christ et n'a pas renié son nom.

3:9	sbiq				Que fera le Christ à ceux de la synagogue de Satan ?	Le Christ fera en sorte que ceux de la synagogue de Satan se prosternent devant les pieds des saints.

3:11	ade1				Que dit le Christ à l'église de Philadelphie de faire puisqu'il vient bientôt ?	Le Christ leur dit de s'accrocher à ce qu'ils ont pour que personne ne puisse leur enlever leur couronne.

3:12	u240				Que promet le Christ à ceux qui vainquent ?	Ceux qui vaincront seront une colonne dans le temple de Dieu, auront le nom de Dieu, le nom de la cité de Dieu, et le nouveau nom du Christ écrit sur eux.

3:14	wf68				A quel ange est adressée la partie suivante du livre ?	La partie suivante du livre est écrite à l'ange de l'église de Laodicée.

3:15	m4xx				Que souhaite le Christ à l'église de Laodicée ?	Christ souhaite que l'église de Laodicée soit soit froide soit chaude.

3:16	o9mk				Que Christ s'apprête-t-il à faire à l'église de Laodicée, et pourquoi ?	Le Christ est sur le point de vomir l'église de Laodicée de sa bouche parce qu'elle est tiède.

3:17	qmlp				Que dit l'église de Laodicée à propos d'elle-même ?	L'église de Laodicée dit qu'elle est riche et n'a besoin de rien.

3:17	n4rd				Que dit le Christ à propos de l'église de Laodicée ?	Christ dit que l'église de Laodicée est misérable, pitoyable, pauvre, aveugle et nue.

3:19	akgb				Que fait le Christ pour tous ceux qu'il aime ?	Le Christ corrige et enseigne tous ceux qu'il aime.

3:21	v8vp				Que promet le Christ à ceux qui vainquent ?	Ceux qui vaincront seront assis avec le Christ sur son trône.

3:22	dxfc				Qui, selon le Christ, le lecteur du livre doit-il écouter ?	Le Christ dit que le lecteur doit écouter ce que l'Esprit dit aux églises.

4:1	wblg				Qu'est-ce que Jean a vu s'ouvrir ?	Jean a vu une porte ouverte dans le ciel.

4:1	johp				Qu'est-ce que la voix a dit qu'elle montrerait à John ?	La voix a dit qu'il montrerait à Jean ce qui doit arriver après ces choses.

4:2	cljx				Sur quoi quelqu'un était-il assis au paradis ?	Quelqu'un était assis sur un trône dans le ciel.

4:4	izbi				Qu'y avait-il autour du trône dans le ciel ?	Autour du trône, il y avait 24 trônes sur lesquels étaient assis 24 anciens.

4:5	m9i8				Quelles étaient les sept lampes qui brûlaient devant le trône ?	Les sept lampes étaient les sept esprits de Dieu.

4:6	t2cq				Quelles sont les quatre choses qui étaient autour du trône ?	Quatre créatures vivantes pleines d'yeux étaient autour du trône.

4:8	ezyh				Quels sont les trois mots que les quatre créatures vivantes répètent nuit et jour ?	Nuit et jour, sans s'arrêter, les quatre créatures vivantes disent : "Saint, saint, saint."

4:10	ua0a				Que font les 24 anciens lorsque les créatures vivantes rendent gloire à Dieu ?	Les 24 anciens se prosternent devant le trône et jettent leurs couronnes.

4:11	bwtb				Que disent les anciens sur le rôle de Dieu dans la création ?	Les anciens disent que Dieu a créé toutes choses et que, par sa volonté, toutes choses ont existé et ont été créées.

5:1	d7fu				Qu'a vu Jean dans la main droite de celui qui était assis sur le trône ?	Jean a vu un rouleau scellé par sept sceaux.

5:3-4	bsyq				Qui sur terre était digne d'ouvrir le rouleau ou de le lire ?	Personne n'était digne d'ouvrir le parchemin ou de le lire.

5:5	jrin				Qui a pu ouvrir le rouleau et ses sept sceaux ?	Le Lion de la tribu de Juda, la racine de David, a pu ouvrir le rouleau.

5:6	jg5q				Qui se tenait parmi les anciens devant le trône ?	Un Agneau, ayant l'air d'avoir été tué, se tenait parmi les anciens, devant le trône.

5:6	byza				Quels étaient les sept cornes et les sept yeux de l'Agneau ?	Les sept cornes et les sept yeux étaient les sept esprits de Dieu envoyés sur toute la terre.

5:8	y8cz				Quels étaient les bols d'or remplis d'encens que les anciens avaient ?	Les bols d'or remplis d'encens étaient les prières des saints.

5:9	m1su				Pourquoi l'Agneau était-il digne d'ouvrir le parchemin ?	L'Agneau était digne parce que, par son sang, il a acheté pour Dieu des personnes de toute tribu, langue, peuple et nation.

5:10	jbg5				Où règneront les prêtres de Dieu ?	Les prêtres de Dieu régneront sur la terre.

5:12	jmjo				Qu'est-ce que les anges ont dit que l'Agneau était digne de recevoir ?	Les anges ont dit que l'Agneau était digne de recevoir la puissance, la richesse, la sagesse, la force, l'honneur, la gloire et les louanges.

5:13	v0tv				Qui a dit que celui qui est sur le trône et l'Agneau doivent être loués pour les siècles des siècles ?	Toute chose créée dit que celui qui est sur le trône et l'Agneau doivent être loués pour les siècles des siècles.

5:14	tshy				Que firent les anciens lorsqu'ils entendirent les quatre créatures vivantes dire "Amen" ?	Les anciens se sont couchés par terre et se sont prosternés.

6:1	fmv9				Qu'a fait l'Agneau avec le parchemin ?	L'Agneau a ouvert l'un des sept sceaux du parchemin.

6:2	ejpy				Qu'a vu Jean après l'ouverture du premier sceau ?	Jean a vu un cheval blanc avec un cavalier qui partait en conquête.

6:4	cz1x				Qu'a vu Jean après l'ouverture du deuxième sceau ?	Jean a vu un cheval rouge feu dont le cavalier a enlevé la paix de la terre.

6:5	awjj				Qu'a vu Jean après l'ouverture du troisième sceau ?	Jean a vu un cheval noir dont le cavalier tenait une paire d'écailles dans sa main.

6:8	qq87				Qu'a vu Jean après l'ouverture du quatrième sceau ?	Jean vit un cheval pâle dont le cavalier s'appelait la Mort.

6:9	wzkf				Qu'a vu Jean après l'ouverture du cinquième sceau ?	Jean a vu les âmes de ceux qui avaient été tués à cause de la parole de Dieu.

6:10	u3l2				Qu'est-ce que les âmes sous l'autel voulaient savoir de Dieu ?	Les âmes voulaient savoir combien de temps avant que Dieu ne venge leur sang.

6:11	z0e4				Combien de temps a-t-on dit aux âmes qu'elles devraient attendre ?	On a dit aux âmes qu'elles devraient attendre jusqu'à ce que le nombre total de leurs compagnons d'infortune soit tué.

6:12-13	ncma				Qu'a vu Jean après l'ouverture du sixième sceau ?	Jean a vu un tremblement de terre, le soleil devenir noir, la lune devenir comme du sang, et les étoiles tomber sur la terre.

6:15-16	g9xh				Que voyait Jean faire les rois, les généraux, les riches, les puissants et tous les autres ?	Jean les a vus se cacher dans des grottes et demander aux rochers de tomber sur eux et de les cacher.

6:16	pic0				De quoi les rois, les généraux, les riches, les puissants et tous les autres voulaient-ils se cacher ?	Ils voulaient être cachés de celui qui est assis sur le trône et de la colère de l'Agneau.

6:17	gso5				Quel jour était venu ?	Le grand jour de la colère de celui qui est sur le trône et de l'Agneau était venu.

7:1	clrx				Que faisaient les quatre anges debout aux quatre coins de la terre lorsque Jean les a vus ?	Les quatre anges retenaient les quatre vents de la terre.

7:2-3	rrj8				Qu'est-ce que l'ange de l'Est a dit qu'il fallait faire avant que la terre ne soit endommagée ?	L'ange a dit qu'un sceau devait être apposé sur le front des serviteurs de Dieu avant que la terre ne soit endommagée.

7:4	bhu9				Combien de personnes de quelle tribu ont été scellées ?	Le nombre de personnes scellées était de 144 000, issues de chaque tribu du peuple d'Israël.

7:9	aj7e				Que vit alors Jean devant le trône de Dieu et devant l'Agneau ?	Jean a vu une grande multitude, de toute nation, tribu, peuple et langue, devant le trône.

7:10	nx6l				Selon ceux qui sont devant le trône, à qui appartient le salut ?	Ceux qui sont devant le trône ont crié que le salut appartient à Dieu et à l'Agneau.

7:11	qin0				Dans quelle position corporelle se trouvaient les anges, les anciens et les créatures vivantes lorsqu'ils adoraient Dieu ?	Ils se sont couchés par terre et ont mis leur visage sur le sol en adorant Dieu.

7:14	paal				Qui étaient, selon l'ancien, ceux qui étaient vêtus de robes blanches devant le trône ?	L'ancien a dit qu'ils étaient ceux qui étaient sortis de la Grande Tribulation.

7:14	ijd6				Comment ceux qui étaient devant le trône avaient-ils rendu leurs robes blanches ?	Ils avaient blanchi leurs robes en les lavant dans le sang de l'Agneau.

7:15-16	f3wv				Qu'est-ce que l'ancien a dit que Dieu ferait pour ceux qui sont vêtus de robes blanches ?	Dieu étendra sa tente sur eux afin qu'ils ne souffrent plus.

7:17	wap2				Qu'est-ce que l'ancien a dit que l'Agneau ferait pour ceux qui sont vêtus de robes blanches ?	L'Agneau les bergera et les guidera vers des sources d'eau vive.

8:1	qgou				Qu'est-ce qui a provoqué le silence dans le ciel ?	Lorsque l'Agneau ouvrit le septième sceau, il y eut un silence dans le ciel.

8:2	okve				Qu'est-ce qui a été donné aux sept anges qui se tiennent devant Dieu ?	Sept trompettes ont été données aux sept anges qui se tiennent devant Dieu.

8:4	kl10				Qu'est-ce qui s'est levé devant Dieu ?	La fumée de l'encens avec les prières des saints s'élevait devant Dieu.

8:5	ja6s				Que s'est-il passé lorsque l'ange a jeté à terre le feu de l'autel ?	Lorsque l'ange a jeté le feu, il y a eu du tonnerre, des grondements, des éclairs et un tremblement de terre.

8:7	sej1				Que s'est-il passé lorsque la première trompette a été sonnée ?	Lorsque la première trompette fut sonnée, un tiers de la terre fut brûlé ainsi qu'un tiers des arbres et toute l'herbe.

8:8-9	qxob				Que s'est-il passé lorsque la deuxième trompette a sonné ?	Lorsque la deuxième trompette fut sonnée, un tiers de la mer devint du sang, un tiers des créatures de la mer mourut, et un tiers des navires fut détruit.

8:10-11	g2ts				Que s'est-il passé lorsque la troisième trompette a été sonnée ?	Lorsque la troisième trompette a sonné, un tiers des eaux s'est transformé en absinthe, et de nombreuses personnes sont mortes.

8:12	k21z				Que s'est-il passé lorsque la quatrième trompette a sonné ?	Lorsque la quatrième trompette fut sonnée, un tiers du jour et un tiers de la nuit n'avaient pas de lumière.

8:13	gfv1				Pourquoi l'aigle a-t-il dit "Malheur, malheur, malheur" aux habitants de la terre ?	L'aigle dit : "Malheur, malheur, malheur" à ceux qui sont sur la terre à cause des trois autres coups de trompette.

9:1	b2ar				Quel genre d'étoile Jean a-t-il vu lorsque la cinquième trompette a sonné ?	Lorsque la cinquième trompette fut sonnée, Jean vit une étoile du ciel qui était tombée sur la terre.

9:2	lmbf				Qu'a fait la star ?	L'étoile a ouvert le puits de la fosse profonde et sans fin.

9:3-4	zb3l				Que devaient faire les sauterelles de la fosse ?	On a dit aux sauterelles de ne pas endommager la terre, mais seulement les personnes qui n'avaient pas le sceau de Dieu.

9:6	uqq0				Qu'est-ce que les personnes torturées par les sauterelles chercheraient mais ne trouveraient pas ?	Les personnes torturées par les sauterelles cherchaient la mort mais ne la trouvaient pas.

9:9	nz2w				Quel bruit faisaient les ailes des sauterelles ?	Le bruit des ailes des sauterelles ressemblait au bruit que font de nombreux chars et chevaux courant au combat.

9:11	m74i				Qui était le roi des sauterelles ?	Le roi des sauterelles était Abaddon, ou en grec, Apollyon, l'ange de la fosse.

9:12	veo7				Que s'est-il passé après que la cinquième trompette ait été sonnée ?	Le premier malheur est passé après que la cinquième trompette a été sonnée.

9:13	kqt8				Quelle voix Jean a-t-il entendue lorsque la sixième trompette a été sonnée ?	Lorsque la sixième trompette a retenti, Jean a entendu une voix venant de l'autel d'or qui est présent devant Dieu.

9:15	lc0j				Qu'ont fait les quatre anges quand ils ont entendu la voix ?	Lorsqu'ils ont entendu la voix, les quatre anges ont été libérés pour tuer un tiers de l'humanité.

9:16	uaf1				Combien de soldats à cheval Jean a-t-il vu ?	John a vu 200.000.000 de soldats à cheval.

9:18	qz7i				Quels fléaux ont tué un tiers du peuple ?	Les fléaux du feu, de la fumée et du soufre provenant de la bouche des chevaux ont tué un tiers de la population.

9:20	gbe4				Comment ont réagi les personnes qui n'ont pas été tuées par les fléaux ?	Les personnes qui n'ont pas été tuées par les fléaux ne se sont pas repenties de leurs œuvres et n'ont pas cessé d'adorer les démons.

10:1	xs18				À quoi ressemblaient le visage et les pieds de l'ange puissant que Jean a vu ?	L'ange avait un visage comme le soleil et des pieds comme des colonnes de feu.

10:2	rp2i				Où se tenait l'ange ?	L'ange se tenait debout, le pied droit sur la mer et le pied gauche sur la terre.

10:4	s7ya				Qu'a-t-on dit à Jean de ne pas écrire ?	On a dit à Jean de ne pas écrire ce que les sept tonnerres ont dit.

10:6	crb4				Par qui l'ange puissant a-t-il juré ?	L'ange puissant jura par celui qui vit aux siècles des siècles, qui a créé le ciel, la terre et la mer.

10:7	qhcn				Qu'est-ce que l'ange puissant a dit qui ne serait plus retardé ?	L'ange a dit que lorsque la septième trompette retentirait, il n'y aurait plus de retard, mais que le mystère de Dieu serait accompli.

10:8	yeld				Qu'a-t-on dit à Jean de prendre de l'ange puissant ?	On a dit à Jean de prendre un rouleau ouvert de la part de l'ange.

10:9	i4d4				Qu'est-ce que l'ange a dit qu'il arriverait quand Jean mangerait le rouleau ?	L'ange a dit que le rouleau serait doux dans la bouche de Jean mais amer dans son estomac.

10:11	ozlx				Après avoir mangé le rouleau, sur quoi Jean a-t-il été chargé de prophétiser ?	Il a été dit à Jean de prophétiser sur de nombreux peuples, nations, langues et rois.

11:1	vsxy				Qu'a-t-on dit à Jean de mesurer ?	On a dit à Jean de mesurer le temple de Dieu, l'autel et ceux qui y adorent.

11:2	p3qb				Combien de temps les païens vont-ils piétiner la ville sainte ?	Les païens piétineront la ville sainte pendant 42 mois.

11:5	ewf6				Que les deux témoins ont-ils reçu l'autorité de faire à ceux qui choisissent de leur faire du mal ?	Les deux témoins ont reçu l'autorité de tuer leurs ennemis par le feu.

11:8	fhah				Où reposeront les corps des deux témoins ?	Leurs corps reposeront dans la rue de la ville, symboliquement appelée Sodome et Égypte, où leur Seigneur a été crucifié.

11:10	kzph				Comment les habitants de la terre réagiront-ils lorsque les deux témoins seront tués ?	Les peuples de la terre se réjouiront et feront la fête lorsque les deux témoins seront tués.

11:11-12	mijv				Qu'arrivera-t-il aux deux témoins après trois jours et demi ?	Après trois jours et demi, les deux témoins se tiendront sur leurs pieds et monteront au ciel.

11:14	zdn8				Après que les deux témoins et le tremblement de terre soient terminés, que se passe-t-il ?	Après les deux témoins et le tremblement de terre, le deuxième malheur est passé.

11:15	swd2				Lorsque la septième trompette fut sonnée, que dit-on dans le ciel ?	Lorsque la septième trompette a retenti, il a été dit que le royaume du monde était devenu le royaume de notre Seigneur et de son Christ.

11:17	dj39				Qu'ont dit les anciens que le Seigneur Dieu avait maintenant commencé à faire ?	Les anciens ont dit que le Seigneur Dieu avait maintenant commencé à régner.

